	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107
25	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	2	0	0	83	1	0	0	0	0	209	1	0	0	13	1	0	0	0	9	11	0	590	0	0	0	0	0	1	2	28	0	2	1	1	1	7	2	0	10	1	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	1	0	2	0	30	0	45	0	2	1	31	2	21	1	1	5	0	0	1	2	0	0	0	0	0	3	33	0	11	7	0	0	3	0	5	2	3	1	7	0	2	0	0	0	0	1	0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	10	2	0	1	0	0	2	0	0	6	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	29	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	1	2	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0
32	1	0	0	0	0	1	0	0	18	0	0	0	0	0	39	1	1	0	4	0	0	0	0	0	15	0	1	0	0	0	0	2	42	0	4	0	1	2	0	0	20	2	0	17	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	18	0	0	0	9	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	11	4	0	0	0	0	22	1	0	0	7	0	0	0	0	0	0	1	0
33	0	0	0	0	0	0	0	1	5	0	0	0	0	0	9	5	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	42	4	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	2	0	1	1	2	0	0	0	3	11	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
34	2	0	0	1	0	8	2	0	300	0	0	0	0	2	568	20	7	0	80	2	0	0	1	4	69	0	28	1	1	0	0	1	4	4	2170	0	10	7	0	0	90	4	1	69	1	0	6	0	1	3	0	1	0	0	0	0	0	44	2	0	0	1	0	0	1	171	0	164	0	0	7	623	2	135	14	2	22	0	0	0	3	4	0	0	0	0	6	126	0	58	55	0	0	0	2	43	3	12	2	25	0	2	1	4	0	0	7	0
35	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	0	1	0	26	0	2	75	0	0	0	1	0	51	3	0	0	6	0	0	1	0	0	6	0	2	0	0	0	0	0	1	0	10	0	714	0	0	0	3	1	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	16	0	24	0	0	48	17	5	10	2	0	2	0	0	0	1	0	0	0	0	0	0	14	0	10	10	0	0	1	0	4	0	1	0	4	0	0	0	0	0	0	4	0
37	0	0	0	0	0	0	0	0	15	0	0	0	0	0	11	1	0	0	3	0	0	0	0	0	2	0	1	0	3	0	0	2	2	1	7	0	0	48	0	0	3	3	0	14	0	0	6	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	8	0	12	0	0	0	19	0	38	4	0	1	0	0	0	1	0	0	0	0	0	10	14	0	3	41	0	0	0	0	1	1	4	0	0	0	2	0	0	0	0	0	0
38	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
39	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	4	1	2	96	0	0	0	0	0	275	5	18	0	154	0	0	0	0	0	76	1	7	0	2	0	0	6	20	0	90	0	3	3	0	0	428	5	0	55	0	0	9	0	0	1	0	0	0	0	0	0	0	23	0	0	1	0	0	0	1	131	0	96	0	0	4	192	0	219	9	2	4	0	0	0	2	0	0	0	0	0	9	81	0	35	26	0	0	1	0	11	5	10	1	5	0	2	0	0	0	0	1	0
41	0	0	0	0	0	3	0	18	76	0	0	0	0	0	68	2	0	0	16	1	0	0	0	0	18	0	2	0	0	0	0	2	2	0	4	0	1	3	1	0	5	528	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22	0	23	0	0	10	25	3	23	8	1	3	0	0	0	0	1	0	0	0	0	3	112	0	31	6	0	0	10	0	1	0	1	1	0	0	0	0	0	0	0	3	0
42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	1	0	0	0	0	11	0	3	263	0	0	0	0	0	650	7	2	0	99	0	0	0	0	0	281	1	10	0	2	1	0	8	17	1	69	1	10	14	0	1	55	21	0	916	0	0	11	0	0	3	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	622	0	312	0	1	7	218	0	342	5	1	6	0	0	0	3	2	0	0	0	0	41	188	0	75	54	0	0	2	1	27	22	32	1	17	0	0	0	0	0	0	2	0
44	0	0	0	0	0	2	0	0	11	0	0	0	0	0	19	7	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	5	0	0	1	3	0	3	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
45	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
46	0	0	0	0	0	0	0	0	11	0	0	0	0	0	34	1	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	20	0	6	0	0	6	0	2	9	0	0	11	0	0	36	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	16	0	17	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	3	0	0	0	0	14	0	3	0	5	0	0	0	0	0	0	1	0
47	0	0	0	0	0	0	0	2	2	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	2	0	0	13	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	0	0	0	0	0	3	0	1	18	0	0	0	0	0	15	1	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	14	0	0	0	1	0	0	3	0	0	1	1	0	456	1	0	0	0	0	0	0	7	0	12	0	0	3	0	0	12	0	5	0	9	11	6	64	7	0	1	0	0	0	1	0	0	0	0	0	0	0	13	0	10	0	0	0	2	0	2	0	0	1	2	0	0	0	0	0	0	1	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
55	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	3	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	132	0	10	0	0	0	0	0	0	1	0	2	0	1	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
57	2	0	0	1	0	8	0	2	136	0	0	0	0	0	200	55	0	0	29	12	0	0	0	2	25	1	33	0	0	0	0	1	0	15	44	1	1	3	1	0	23	10	0	22	39	3	1	0	0	7	0	0	0	2	1	0	0	1526	1	0	0	18	0	0	0	65	0	50	0	2	3	69	5	79	11	4	101	0	0	2	18	6	0	0	0	0	6	39	0	28	22	0	0	1	1	4	0	0	0	9	0	3	0	2	0	0	31	0
58	0	0	1	0	0	1	0	0	4	3	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	1	128	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	6	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
